city,state,latitude,longitude
Palm Bay,FL,27.9946969,-80.6366144
FREEHOLD,NJ,40.2601096,-74.2737573
San Marcos,CA,33.1352995,-117.1743395
Roy,UT,41.1715361,-112.0273739
Dulles,VA,38.9646244,-77.4463445
Brookshire,TX,29.7860643,-95.9510661
Lake Oswego,OR,45.4206749,-122.670649
Newtown Square,PA,39.9868117,-75.4007633
Stoneham,MA,42.4802635,-71.0993581
GREENVILLE,SC,34.851354,-82.3984882
Pine Brook,NJ,40.8662875,-74.3416504
Columbia,MD,39.1938429,-76.8646092
Wenatchee,WA,47.4234599,-120.310349
Colorad Springs,CO,,
Rhome,TX,33.0534563,-97.4719662
Redwood City,CA,37.4863239,-122.232523
Tulsa,OK,36.1563122,-95.9927516
CEDAR PARK,TX,30.5217116,-97.827833
Saint Paul,MN,44.9497487,-93.0931028
Chesterfield,MO,38.661953,-90.5643258
Eugene,OR,44.0505054,-123.0950506
Layton,UT,41.0751048,-111.9741925
Reno,NV,39.5261206,-119.8126581
Bee Caves,TX,30.2432998,-97.8769131
Arlignton,TX,,
Woods Cross,UT,40.8716501,-111.892159
Fredericksburg,VA,38.3031837,-77.4605399
Avon,IN,39.7628227,-86.3997168
Greenville,SD,,
Foothill Ranch,CA,33.6837644,-117.662249
CARMEL,IN,39.9784186,-86.1283681
Yorba Linda,CA,33.8901096,-117.8249705
sanford,FL,28.8117345,-81.2680223
Jacksonville Beach,FL,30.2946859,-81.3931396
Independence,OH,41.3816571,-81.6406872
Foxborough,MA,42.0653768,-71.2478308
fayetteville,WV,38.0531294,-81.1039858
Topsfield,MA,42.6390841,-70.9507469
Westerville,OH,40.126139,-82.9295287
Roseburg,OR,43.216505,-123.3417381
wagoner,OK,35.9542216,-95.5636238
PASADENA,CA,34.1476507,-118.144155
Monroe,CT,41.3325962,-73.2073358
NEWPORT,OR,44.636755,-124.053442
Harrisonburg,VA,38.4493315,-78.8688833
Chino Hills,CA,33.9926803,-117.760056
ANAHEIM,CA,33.8347516,-117.911732
Washington D.C.,DC,38.8950368,-77.0365427
Kingman,AZ,35.2289435,-113.9904185
Dover,DE,39.158168,-75.5243682
El Dorado Hills,CA,38.6851928,-121.0604471
Hudson,WI,44.9750953,-92.7554671
concord,CA,37.9768525,-122.0335624
Sheridan,WY,44.7947537,-106.8222688
Gilbert,AZ,33.3527632,-111.789037
York,PA,39.962493,-76.7276989
Murray,UT,40.6667841,-111.888417
Morrisville,NC,35.824341,-78.8300321
Sykesville,MD,39.365992,-76.9688737
Ely,MN,47.901571,-91.8572479
Plymouth,MN,45.0065149,-93.46651
EWING,NJ,40.2688105,-74.8006895
Drexel Hill,PA,39.9483282,-75.3068878
Fairfield,OH,39.7886111,-82.6418883
Conroe,TX,30.3118769,-95.4560512
Sioux Falls,SD,43.5476008,-96.7293629
Redwood Shores,CA,37.5318804,-122.2480219
Tuscaloosa,AL,33.2095614,-87.5675258
Crystal,MN,45.031823,-93.3606072
San Carlos,CA,37.504936,-122.261823
Ft. Lauderdale,FL,26.1223084,-80.1433786
Apollo Beach,FL,27.7741547,-82.4062097
Falls Church,VA,38.882334,-77.1710914
Heath,OH,40.0228421,-82.4445991
ROSEMEAD,CA,34.0676169,-118.0879763
Farmington,UT,40.9804423,-111.8874688
Syracuse,UT,41.0895938,-112.0638903
Coconut Grove,FL,25.7126013,-80.2569947
EDMOND,OK,35.6571367,-97.4649038
Princeton,NJ,40.3496953,-74.6597376
South El Monte,CA,34.0519548,-118.0467339
Waukesha,WI,43.0622536,-88.3123889
Rosharon,TX,29.3521203,-95.460341
Woodstock,IL,42.3147529,-88.4474302
Coto de Caza,CA,33.6013399,-117.5856235
Stow,OH,41.1596261,-81.4406258
Long Island City,NY,40.7455316,-73.9484995
O'Fallon,IL,38.5922715,-89.9112124
Taylorsville,UT,40.6676347,-111.9388027
Woodbury,NY,40.8183265,-73.4706151
Prattville,AL,32.4600136,-86.4753174
ALBUQUERQUE,NM,35.0841034,-106.650985
Oak Park,IL,41.8878145,-87.7887615
West Jordan,UT,40.6061337,-111.9395211
TOWSON,MD,39.3964591,-76.6148148
Swannnanoa,NC,,
Dahlonega,GA,34.5328484,-83.9845723
Midlothian,TX,32.482361,-96.9944489
Naperville,IL,41.7728699,-88.1479278
Elk Grove Village,IL,42.0087978,-87.9414608
Madison,AL,34.7736807,-86.5675095
Folsom,CA,38.6779591,-121.176058
Waco,TX,31.5491899,-97.1474628
durham,NC,35.996653,-78.9018053
Grand Prairie,TX,32.7459645,-96.9977846
Pacifica,CA,37.5980374,-122.4995234
Holland,OH,41.621718,-83.711604
Decatur,AL,34.6060203,-86.9838165
Hudson,OH,41.240056,-81.440667
Winter Garden,FL,28.5656649,-81.5856742
Morgantown,WV,39.6296809,-79.9559437
Alameda,CA,37.6090291,-121.899142
Brea,CA,33.9170444,-117.888855
Forked River,NJ,39.8246756,-74.1479701
skokie,IL,42.0262972,-87.7521069
Travelers Rest,SC,34.9676167,-82.4434548
Copley,OH,41.0989439,-81.6445685
Fletcher,NC,35.4309336,-82.5011239
DAPHNE,AL,30.6035255,-87.9036047
Gillette,WY,44.290635,-105.501876
Vero Beach,FL,27.6387163,-80.3975399
Severna Park,MD,39.0826193,-76.5719676
Hingham,MA,42.2417669,-70.8897676
Hanover,MD,39.1928853,-76.7241371
Brockton,MA,42.0834335,-71.0183787
Chatsworth,CA,34.2572499,-118.6017022
Northbrook,IL,42.128704,-87.8265089
Roseville,CA,38.7521235,-121.2880059
Pasadena,MD,39.155816,-76.5528831
Lutz,FL,28.1300994,-82.4591842
Allen,TX,33.1031744,-96.6705503
Davidson,NC,35.7902384,-80.2115053
LaGrange,KY,38.4124695,-85.3842213
YORKTOWN,VA,37.2356655,-76.5136495
Sherman Oaks,CA,34.1508718,-118.448986
Lindon,UT,40.3432857,-111.72076
Cypress,TX,29.9691116,-95.6971686
Oldsmar,FL,28.0341847,-82.6650992
Shoreview,MN,45.0722056,-93.1282878
Largo,MD,38.8824538,-76.8285746
Ranson,WV,39.2952821,-77.8603829
Auburn Hills,MI,42.6875323,-83.2341028
Spring,TX,30.0795707,-95.4187924
Purcellville,VA,39.1366223,-77.7145945
MIRAMAR,FL,25.9873137,-80.2322706
HOBOKEN,NJ,40.7433066,-74.0323752
Kingman,KS,37.5420937,-98.122172
Southampton,PA,40.1742759,-75.0437814
Hackettstown,NJ,40.8538944,-74.8291638
North Liberty,IA,41.7478297,-91.6064397
Tinton Falls,NJ,40.2890734,-74.0927967
Daphne,AL,30.6035255,-87.9036047
Jenks,OK,36.0228734,-95.9683278
Miami Lakes,FL,25.9087056,-80.3086619
bay shore,NY,40.7276525,-73.2435218
Weston,FL,26.1003392,-80.399513
Plantation,FL,26.1275862,-80.2331036
Franklin,IN,39.4149034,-85.0563234
Bowie,MD,38.9424464,-76.7301718
Dumfries,VA,38.5674096,-77.3267652
Springfield,MO,37.2081729,-93.2922715
Kenilworth,NJ,40.6771374,-74.2870715
Jersey City,NJ,40.7215682,-74.047455
Southgate,MI,42.2037103,-83.2067556
Troy,MI,42.6055893,-83.1499304
Wash,DC,,
Glendale Heights,IL,41.9189531,-88.076567
Eden,NY,42.6523734,-78.8954064
Newnan,GA,33.3806716,-84.7996573
Navarre,FL,30.4019789,-86.8700821
Camarillo,CA,34.2176371,-119.0383541
Bloomington,IN,39.1670396,-86.5342881
Germantown,MD,39.1713082,-77.2655785
Roanoke,TX,33.0040126,-97.2258483
Crestview,FL,30.7621326,-86.5705084
Mt Laurel,NJ,39.934002,-74.8909988
West Newbury,MA,42.8014795,-70.989778
MINNEAPOLIS,MN,44.9772995,-93.2654692
Blue Ash,OH,39.2320073,-84.3782817
Buellton,CA,34.6134727,-120.193669
Worthington,OH,40.0930945,-83.0179593
Rock Island,IL,41.4411786,-90.5766144
Amherst,NH,42.8642874,-71.6252484
Fort Walton Beach,FL,30.4057552,-86.618842
Saint Charles,IL,,
Blue Springs,MO,39.017316,-94.282265
Temple,TX,31.098207,-97.3427847
Arvada,CO,39.8005505,-105.0811573
Mahwah,NJ,41.0887072,-74.1437552
FAYETTEVILLE,AR,36.0625843,-94.1574328
Powell,TN,36.0317472,-84.0279677
SANTA ANA,CA,33.7494951,-117.873221
Athens,SC,32.8052851,-79.9493824
Canton,GA,34.2367621,-84.4907621
Skillman,NJ,40.4234145,-74.7077882
Clive,IA,41.6096559,-93.7754644
PALM HARBOR,FL,28.0856815,-82.756907
Norwood,MA,42.194543,-71.1994976
Katy,TX,29.7857853,-95.8243956
Green Bay,WI,44.5126379,-88.0125794
Concord,MA,42.4605189,-71.3488963
Fulton,MD,39.1515301,-76.9155034
Casselberry,FL,28.6714702,-81.3382005
Bend,OR,44.0581728,-121.3153096
Montgomery,AL,32.37742,-86.3091683
West Des Moines,IA,41.5644476,-93.7594059
Kaysville,UT,41.0349847,-111.9383931
Indian Trail,NC,35.0768141,-80.6692352
Butler,PA,40.86108,-79.895197
Wallingford,CT,41.4570418,-72.8231552
Saranac,MI,42.9292232,-85.2129031
Luray,VA,38.6654653,-78.4600202
Columbus,GA,32.4610708,-84.9880449
Simi Valley,CA,34.2677404,-118.7538071
Largo,FL,27.9094665,-82.7873244
Aurora,CO,39.7405111,-104.830994
Rockford,MI,43.119721,-85.559604
Vancouver,OR,45.3573923,-122.6057773
Willoughby,OH,41.6397696,-81.4065011
Franklin,TN,35.925206,-86.8689419
Voorhees Township,NJ,39.8512162,-74.9619779
Islandia,NY,40.8042649,-73.1690019
Minneapolis,PA,,
Torrance,CA,33.8371392,-118.3413606
Danville,CA,37.8225892,-122.0008254
Pikesville,MD,39.385227,-76.7080456
Williamston,MI,42.689151,-84.2832798
Newton,NH,42.8695335,-71.0345018
Chantilly,VA,38.885219,-77.4486772
Hot Springs,AR,34.5038393,-93.0552437
Winter Haven,FL,28.0222435,-81.7328568
Duarte,CA,34.1394513,-117.9772873
Roswell,GA,34.02332,-84.360022
West Springfield,MA,42.105237,-72.6213712
Portsmouth,NH,43.0702223,-70.7548621
Farmers Branch,TX,32.9265668,-96.8960916
Hilliard,OH,40.033814,-83.1596108
Denton,TX,33.1838787,-97.1413417
Flowood,MS,32.3092861,-90.1386811
Clovis,NM,34.405472,-103.2050709
IRVING,TX,32.8295183,-96.9442177
Milford,IA,43.32396,-95.1508003
Winter Park,FL,28.5977707,-81.3510264
Oklahoma City,OK,35.4729886,-97.5170536
Waltham,MA,42.3756401,-71.2358004
Madison,CT,41.2794282,-72.5983151
OWOSSO,MI,42.9975968,-84.1720541
Greenwich,CT,41.0264862,-73.6284598
ELLICOTT CITY,MD,39.2757359,-76.8317417
San Ramon,CA,37.7648021,-121.9544387
West Hollywood,CA,34.0923014,-118.3692894
RENO,NV,39.5261206,-119.8126581
STEVENSON RANCH,CA,34.3881783,-118.5853957
Brandon,FL,27.937801,-82.2859247
West Babylon,NY,40.704371,-73.3501301
Brookfield,CT,41.4825947,-73.4095652
LAKEWOOD,NJ,40.0978929,-74.2176435
SAN JOSE,CA,37.3361663,-121.890591
Lawrenceville,NJ,40.3009876,-74.7373728
Waller,TX,29.9443902,-95.9955885
McKinney,TX,33.1976496,-96.6154471
LIBERTY LAKE,WA,47.6681145,-117.104865
winder,GA,33.9919085,-83.7184368
Argyle,TX,33.110156,-97.1797576
Erlanger,KY,39.0167275,-84.6007773
North Venice,FL,26.6347393,-81.695567
Lincoln City,OR,44.9617922,-124.0159522
Hendersonville,TN,36.3049177,-86.621443
Memphis,TN,35.1460249,-90.0517638
Encinitas,CA,33.0369867,-117.2919818
Lorton,VA,38.6946355,-77.2199931
Doylestown,PA,40.3100446,-75.1304588
BEND,OR,44.0581728,-121.3153096
Kernersville,NC,36.1198589,-80.0736533
Fort Washington,PA,40.1478532,-75.1897243
Louisiana,LA,30.4062005,-91.1854129
Richardson,TX,32.9481789,-96.7297206
Killeen,TX,31.1171441,-97.727796
Nokomis,FL,27.1192213,-82.4442629
Durham,NE,41.2513982,-95.9280999
Bennington,VT,42.8788667,-73.1968205
Norfolk,VA,36.8493695,-76.2899539
Delray Beach,FL,26.4614625,-80.0728201
chatsworth,CA,34.2572499,-118.6017022
Dundee,OH,40.5867287,-81.6081794
Darien,IL,41.7508713,-87.9739593
Golden,CO,39.7546349,-105.22058
Fort Washington,MD,38.7379948,-77.0043136
Englewood,CO,39.6482059,-104.9879641
Brecksville,OH,41.3197763,-81.6267904
"Cincinnati, OH",OH,39.1014537,-84.5124602
Scottsdale,IL,39.80883,-89.6168191
Orange Park,FL,30.1654707,-81.7016346
Terre Haute,IN,39.4667025,-87.4139119
Darien,CT,41.0787079,-73.4692873
Kearny,NJ,40.7684342,-74.1454214
bingham farms,MI,42.515868,-83.2732643
Coppell,TX,32.9552598,-97.0155703
Boynton Beach,FL,26.5256179,-80.0666026
Beaverton,OR,45.4871723,-122.80378
Howell,MI,42.6072552,-83.9293952
Johns Creek,GA,34.0181557,-84.190196
Highlands Ranch,CO,39.5497243,-104.969565
Escondido,CA,33.1216751,-117.0814849
Lahaina,HI,20.8738769,-156.677678
Seven Hills,OH,41.3953304,-81.6762392
Asbury Park,NJ,40.2203907,-74.0120817
Carrollton,TX,32.9537349,-96.8902816
Ewa Beach,HI,21.315603,-158.008804
East Flat Rock,NC,35.287417,-82.4191667
Mandeville,LA,30.3582305,-90.0657477
NORTHBROOK,IL,42.128704,-87.8265089
Lake Forest,IL,42.2586461,-87.8407055
Warrendale,PA,40.6534001,-80.079503
Venice,FL,27.0998315,-82.4442832
Lawrenceville,GA,33.9566391,-83.9890066
HUNTSVILLE,AL,34.729847,-86.5859011
Fort Collins,CO,40.5871782,-105.0770113
Wharton,NJ,40.8931546,-74.5818254
HOWELL,NJ,40.1413032,-74.2236618
Riverton,UT,40.5179761,-111.9393701
ELDERSBURG,MD,39.4137459,-76.9474188
Vernon Hills,IL,42.2204892,-87.9803604
North Andover,MA,42.7029687,-71.1309117
Davie,FL,26.0628665,-80.2331038
Rockwall,TX,32.8923464,-96.4066987
Newton,MA,42.3370414,-71.2092214
Westlake,TX,32.991226,-97.1943701
Natick,MA,42.2836393,-71.346996
City of Industry,CA,34.0182252,-117.9593061
Manhattan Beach,CA,33.8897798,-118.3935254
Taylorville,IL,39.5487452,-89.2941549
clearwater,FL,27.9658533,-82.8001026
Blasdell,NY,42.797281,-78.823366
Medford,NY,40.8228192,-72.9887443
Blue Bell,PA,40.147809,-75.272781
St Peters,MO,38.791612,-90.5958468
Grass Valley,CA,39.2190607,-121.06292
Hopkinton,MA,42.2288875,-71.5196439
Addison,IL,41.931696,-87.9889556
wall,NJ,,
Billings,MT,45.7874957,-108.49607
Louisville KY,KY,38.2542376,-85.759407
South Holland,IL,41.6008681,-87.6069894
Guilderland Center,NY,42.7020217,-73.9662368
Athens,GA,33.9597677,-83.376398
GREEN BROOK,NJ,40.6257095,-74.4212833
Modesto,CA,37.6393419,-120.9968892
Woodbury,MN,44.919896,-92.9339449
Dubuque,IA,42.5006243,-90.6647985
Newark,CA,37.5296593,-122.0402399
Bridgeport,PA,40.1043042,-75.3429522
Westlake Village,CA,34.1460234,-118.8061794
Clinton Township,MI,42.0554875,-83.9478911
Poseyville,IN,38.1700444,-87.7830825
Urbandale,IA,41.6274511,-93.7380243
tomball,TX,30.0971621,-95.6160549
Turnersville,NJ,39.766826,-75.063004
Lakewood,CA,33.8503463,-118.117191
Humble,TX,29.9988312,-95.2621553
Burlington,VT,44.4761601,-73.212906
Warner Robins,GA,32.6200973,-83.606568
Arlington,TX,32.7355816,-97.1071186
Kenosha,AL,33.528962,-86.961553
West Point,MS,33.6076186,-88.6503255
Moorestown,NJ,39.9670569,-74.9426677
Hartselle,AL,34.4434282,-86.9352842
Chelmsford,MA,42.5968617,-71.3517602
tulsa,OK,36.1563122,-95.9927516
Westborough,MA,42.2694308,-71.6129907
West Haven,UT,41.2049578,-112.048898
Vista,CA,33.2021284,-117.2424787
North Brunswick,NJ,40.4539249,-74.476545
Schenectady,NY,42.8142432,-73.9395687
La Quinta,CA,33.677474,-116.2958789
High Bridge,NJ,40.6670454,-74.8957231
Coralville,IA,41.6759977,-91.580705
St. Petersburg,FL,27.7700475,-82.6359078
Phoenix,OR,42.2740364,-122.8153283
Cumming,GA,34.2073196,-84.1401926
Sinking Spring,PA,40.3246704,-76.0171505
Clifton Park,NY,42.8631868,-73.7812103
GLENDALE,CA,34.1469416,-118.2478471
Fort Mill,SC,35.0073697,-80.9450759
Commerce,CA,34.003218,-118.1541961
Spartanburg,SC,34.9498007,-81.9320157
Saratoga Springs,NY,43.0821793,-73.7853915
Grand Junction,CO,39.0672568,-108.56448
Kutztown,PA,40.5173165,-75.7774177
New Port Richey,FL,28.2441768,-82.7192671
Lake Elsinore,CA,33.6680772,-117.3272615
Tyler,TX,32.3512601,-95.3010624
"Windham, NH",NH,42.8006441,-71.304229
Des Plaines,IL,42.0415823,-87.8873916
Scott AFB,IL,38.543839,-89.8527741
Hinsdale,IL,41.8024604,-87.9299841
East Brunswick,NJ,40.4278841,-74.415984
Bell Canyon,CA,34.2063463,-118.6858253
Abilene,TX,32.44645,-99.7475905
Salem,NH,42.7884957,-71.2009035
Milledgeville,GA,33.0801429,-83.2320991
Cedar Rapids,IA,41.9758872,-91.6704053
Agoura Hills,CA,34.1481692,-118.7655456
Dane,WI,43.0709273,-89.4322174
Comfort,TX,29.967715,-98.9050337
Chesterfield,VA,37.3859982,-77.578509
Palm Desert,CA,33.7288179,-116.382571
La Mirada,CA,33.9060971,-118.0107092
eagan,MN,44.818173,-93.1659179
Cape Canaveral,FL,28.4513556,-80.5283059
Gibson,LA,29.6868756,-90.990653
TIGARD,OR,45.4307473,-122.771933
Thomasville,GA,30.8365815,-83.9787808
Lexington,MA,42.4473175,-71.2245003
South Miami,FL,25.7076017,-80.2933846
Laurie,MO,38.1991971,-92.8335237
West Long Branch,NJ,40.2903891,-74.0176381
Paso Robles,CA,35.6262618,-120.6901319
Granite Falls,NC,35.7965205,-81.4306458
Potomac,MD,39.0180508,-77.1956331
Arvin,CA,35.209129,-118.828431
New Bedford,MA,41.6362152,-70.934205
Charleston,WV,38.3505995,-81.6332812
Wrightsville Beach,NC,34.2079917,-77.7955907
Sun Valley,CA,34.2204227,-118.3878945
Honolulu,HI,21.304547,-157.855676
Truckee,CA,39.3279454,-120.1835765
Pensacola,FL,30.421309,-87.2169149
Wilminton,DE,39.6896218,-75.612439
SOUTH HOLLAND,IL,41.6008681,-87.6069894
Fresno,CA,36.7394421,-119.78483
Belmont,CA,37.5164926,-122.2941914
Huntington Beach,CA,33.6783336,-118.000016
Braintree,MA,42.2205956,-71.0041229
Rockland,MA,42.1306563,-70.9161551
Mooresville,IN,39.6128243,-86.37416
Lakewood,NJ,40.0978929,-74.2176435
Newburyport,MA,42.8116592,-70.8719271
Jamul,CA,32.715507,-116.866801
Winooski,VT,44.4910402,-73.1861064
NORCROSS,GA,33.9412127,-84.2135309
Hoover,AL,33.350293,-86.851123
Reading,PA,40.335345,-75.9279495
Fresh Meadows,NY,40.7348246,-73.7934668
Portersville,PA,40.9255114,-80.1442551
Delafield,WI,43.0594237,-88.4040172
Holmes,PA,39.9042791,-75.3085204
Birmingham,MI,42.5467012,-83.2113192
Frederick,MD,39.415779,-77.4127562
Racine,WI,42.7313756,-87.7834769
Rutherfordton,NC,35.3692877,-81.9567716
elmhurst,IL,41.8994745,-87.9403418
North Riverside,IL,41.84686,-87.8152024
Perrysburg,OH,41.5571178,-83.6279321
Ambler,PA,40.1545535,-75.2215651
Westminster,MD,39.5751717,-76.9959168
WOODINVILLE,WA,47.7545827,-122.1588902
Clayton,MO,38.6504352,-90.3362473
Hialeah,FL,25.8575963,-80.2781057
Fenton,MO,38.5131989,-90.4400578
Studio City,CA,34.1483989,-118.3961877
Woodinville,WA,47.7545827,-122.1588902
JACKSONVILLE BEACH,FL,30.2946859,-81.3931396
TROY,MI,42.6055893,-83.1499304
Coeur D Alene,ID,47.6742994,-116.7811531
Mt. Pleasant,SC,32.7940651,-79.8625851
London,KY,37.1283343,-84.0835576
Lilburn,GA,33.8901036,-84.1429719
fullerton,CA,33.8708215,-117.929416
Rancho Cucamonga,CA,34.1033192,-117.575173
Fort Smith,AR,35.3880338,-94.4265011
Ijamsville,MD,39.3603809,-77.3227621
Somerville,MA,42.3875968,-71.0994968
Woodcliff Lake,NJ,41.0234304,-74.0665297
Greenacres,FL,26.623679,-80.1253213
Mayfield Heights,OH,41.5192189,-81.457896
Elgin,IL,42.03726,-88.2810994
Del City,OK,35.442007,-97.4408709
Fort Wayne,IN,41.0799898,-85.1386015
Fairlawn,OH,41.1326644,-81.6262051
Wilsonville,OR,45.3099218,-122.76816
Mt Washington,KY,38.0500627,-85.5457877
CA,CA,33.9094782,-117.5004251
Glenview Nas,IL,42.0898286,-87.8251482
Bessemer,AL,33.4017766,-86.954437
Pewaukee,WI,43.0846017,-88.2139452
TOMBALL,TX,30.0971621,-95.6160549
Dallas,GA,33.9237141,-84.8407732
Jupiter,FL,26.9342246,-80.0942087
Conshohocken,PA,40.0792766,-75.3015714
Newark,NJ,40.735657,-74.1723667
NJ,NJ,40.8010081,-74.816235
Greenville,NC,35.613224,-77.3724593
MIAMI BEACH,FL,25.7929198,-80.1353006
Palmer,TX,32.431252,-96.66777
Bohemia,NY,40.770609,-73.1200703
Lakeville,MA,41.8459353,-70.9494854
East Boston,MA,42.3718183,-71.0281505
Latham,NY,42.7436134,-73.7458456
Hendersonville,NC,35.3187279,-82.4609528
Downingtown,PA,40.0064958,-75.7032742
Mansfield,PA,41.805687,-77.0792881
Manalapan,NJ,40.2852895,-74.333495
Lambertville,NJ,40.3656188,-74.9454055
Urbana,OH,40.1083912,-83.7524298
Jackson,TN,35.6144446,-88.8177418
Lehighton,PA,40.8339907,-75.7135568
Northampton,MA,42.3178989,-72.6311006
Ocean,NJ,39.977818,-74.3319287
Davidsonville,MD,38.9228697,-76.6277374
State College,PA,40.7944504,-77.8616386
Andover,MA,42.65717,-71.1408776
Moorpark,CA,34.285558,-118.8820414
Bloomington,MN,44.8322405,-93.3204872
Berkeley Springs,WV,39.6267975,-78.2279514
Wyncote,PA,40.0906988,-75.1458857
Hermosa Beach,CA,33.8637822,-118.3992143
Fullerton,CA,33.8708215,-117.929416
Ramsey,MN,45.0165728,-93.0949501
Brookston,TX,33.6234373,-95.7001454
Philadephia,PA,39.917714,-75.171419
Hampton,VA,37.0264414,-76.3442846
Highland Park,IL,42.1816919,-87.8003438
College Grove,TN,35.788399,-86.6744409
Aurora,IL,41.7571701,-88.3147539
Bensalem,PA,40.1045549,-74.951279
Roanoke,VA,37.270973,-79.9414313
Fremont,CA,37.5482697,-121.988571
Yakima,WA,46.601557,-120.510842
Kaukauna,WI,44.2780432,-88.2720503
Bellmawr,NJ,39.8676134,-75.0946183
Upper Nyack,NY,41.1070404,-73.9201371
Giddings,TX,30.1830498,-96.9366112
KIRKLAND,WA,47.6765382,-122.2070775
Kent,WA,47.3826903,-122.2270272
Livingston,NJ,40.7959335,-74.3148713
"Pensacola, FL",FL,30.421309,-87.2169149
Lafayette,CA,37.8857582,-122.1180201
Bon Aqua,TN,35.953397,-87.3269558
Philipsburg,PA,40.8964465,-78.2205688
Amarillo,TX,35.20729,-101.8371192
Lighthouse Point,FL,26.275636,-80.0872654
POST FALLS,ID,47.7110106,-116.9480877
Sulphur,LA,30.2365943,-93.3773783
Barnesville,MN,46.652182,-96.41979
Rhinebeck,NY,41.9267604,-73.912763
Hampton,NH,42.9417199,-70.8378746
Oxnard,CA,34.1976308,-119.180381
Canton,MA,42.1584324,-71.1447732
Mt. Vernon,NY,40.9125085,-73.8386504
Chicago Heights,IL,41.5062834,-87.6357079
Danbury,CT,41.394817,-73.4540111
Vineland,NJ,39.4862777,-75.0254256
Shaker Heights,OH,41.4739419,-81.5370671
DANVERS,MA,42.5664984,-70.9362957
Henderson,CA,37.4793824,-122.16552
Windsor Mill,MD,39.3328346,-76.7594551
VANCOUVER,WA,45.6306954,-122.6744557
Lowell,MA,42.6414437,-71.3085329
Erie,PA,42.1294712,-80.0852695
Ft Worth,TX,32.753177,-97.3327459
Kodak,TN,35.9745323,-83.6268396
Port Vincent,LA,30.3344544,-90.8447491
Pueblo,CO,38.263995,-104.6141867
Orange,CA,33.750631,-117.8722311
EMMAUS,PA,40.5350165,-75.4918701
Henrico,VA,37.5131191,-77.3465081
Bartlett,TN,35.2045329,-89.8739753
